gene_symbol	protein_MR_beta	protein_MR_se	protein_MR_p	protein_nsnp	sc_MR_beta	sc_MR_se	sc_MR_p	sc_MR_FDR	sc_nsnp	glycan_id_best	glycan_MR_beta	glycan_MR_se	glycan_MR_p	glycan_MR_FDR	glycan_nsnp	cpg_CpG_best	cpg_MR_beta	cpg_MR_se	cpg_MR_p	cpg_nsnp	cpg_MR_FDR	protein_beta_std	cpg_beta_std	glycan_beta_std	sc_beta_std	MTI_n_layers	MTI_sumsq	MTI_score	pLDDT_mean	pLDDT_sd	pLDDT_low_frac	pLDDT_high_frac	n_atoms	protein_present	sc_present	glycan_present	cpg_present	uniprot_id	pan_family_main	pan_class_main	pan_pathway_main	pan_mf_main	pan_family_pc1	pan_family_pc2	pan_family_pc3	pan_class_pc1	pan_class_pc2	pan_class_pc3	pan_pw_pc1	pan_pw_pc2	pan_pw_pc3	pan_mf_pc1	pan_mf_pc2	pan_mf_pc3	af_len	af_plddt_mean	af_plddt_sd	af_plddt_frac70	af_plddt_frac90	interpro_pc1	interpro_pc2	interpro_pc3	uniprot_pc1	uniprot_pc2	uniprot_pc3	protein_MR_beta_fixed	protein_MR_se_fixed	protein_MR_p_fixed	protein_nsnp_fixed	protein_MR_source_file	protein_MR_FDR_BH	protein_MR_sig_FDR05	protein_MR_FDR_BH_fixed	protein_MR_sig_FDR05_fixed
PRG3	-0.227612947250199	0.009080248754722	1.1446821873704198e-138	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.09035533427499	NA	NA	NA	1	1.18887475498193	1.09035533427499	NA	NA	NA	NA	NA	1	0	0	0	Q9Y2Y8	PROTEOGLYCAN 3	extracellular matrix structural protein	NA	extracellular matrix structural constituent conferring compression resistance	3.39024767430779e-12	-0.0771261737077607	-1.02753767015526e-13	-0.117670057028382	-0.206824824224596	0.178445427124852	NA	NA	NA	0.279573303965101	-0.131096775165012	-0.44377948100654	225	76.66600000000001	23.572040745104967	0.6088888888888889	0.5244444444444445	-0.006593304255844	-0.0068386075070226	-0.0032053023456259	-0.0027828868480717	0.0123910599971975	0.0313501456894276	-0.227612947250199	0.009080248754722	1.1446821873704198e-138	84	PRG3_Q9Y2Y8_OID30383_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	7.69380769084253e-138	TRUE	1.312172481453191e-137	TRUE
PRKAB1	-0.147269202191262	0.009361270836132	9.16382023999079e-56	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.705477267983158	NA	NA	NA	1	0.497698175640981	0.705477267983158	78.1605366308913	23.2016682133381	0.201119925338311	0.644423705086328	2143	1	0	0	0	Q9Y478	5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT BETA-1	kinase modulator	Gonadotropin-releasing hormone receptor pathway	protein binding	2.20071309236097e-12	-0.051400261536872	-4.97501585687923e-14	-0.066081735260703	-0.0577223788919239	0.037408993046173	-0.559020763681172	0.401213951832998	0.48622488881021	0.206007935728625	-0.11702871401166	-0.269705411322897	270	77.71755555555556	23.34711703882711	0.6370370370370371	0.5703703703703704	0.009342997050304	-5.57782978013567e-5	-0.0039076034212836	0.0162197252333064	0.0053158956852163	0.0204417476574105	-0.147269202191262	0.009361270836132	9.16382023999079e-56	84	PRKAB1_Q9Y478_OID20444_v1_Inflammation_MR_LDaware_overlap.tsv	2.894296339790122e-55	TRUE	3.70470167870162e-55	TRUE
PRKAG3	-0.0847862336775643	0.0096226358148465	1.2389764788409899e-18	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.406159330039331	NA	NA	NA	1	0.164965401377998	0.406159330039331	69.6838691099477	28.0051763470529	0.333507853403141	0.606806282722513	3820	1	0	0	0	Q9UGI9	5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-3	kinase modulator	NA	nucleotide binding	2.2007998285347697e-12	-0.051400261536872	-4.97501585687923e-14	-0.066081735260703	-0.0577223788919239	0.037408993046173	NA	NA	NA	0.232682720372079	-0.181444164203246	-0.272216268198845	489	68.94965235173824	28.316108079514667	0.5930470347648262	0.4314928425357873	-0.0060955381235953	2.473686686471e-4	-0.0042347232995873	0.0091545824416925	-0.007739126251633	0.0143011080666404	-0.0847862336775643	0.0096226358148465	1.2389764788409899e-18	84	PRKAG3_Q9UGI9_OID30941_v1_Neurology_II_MR_LDaware_overlap.tsv	2.1940666952121967e-18	TRUE	2.4052857155212177e-18	TRUE
PRKAR1A	-0.0752529089249342	0.0093485230471454	8.29897584915399e-16	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.360490963529495	NA	NA	NA	1	0.129953734786424	0.360490963529495	87.9482837301587	12.6122508085333	0.0373677248677249	0.916666666666667	3024	1	0	0	0	P10644	CAMP-DEPENDENT PROTEIN KINASE TYPE I-ALPHA REGULATORY SUBUNIT	kinase modulator	Metabotropic glutamate receptor group I pathway	nucleotide binding	2.20074952155397e-12	-0.0514002615368722	-4.9752760654006305e-14	-0.066081735260703	-0.0577223788919239	0.037408993046173	6.31099633447639	0.272931392071822	2.2697725881787	0.139270833561111	-0.233051444729199	0.169062435991132	381	87.73727034120732	12.926961078795348	0.9081364829396326	0.6220472440944882	-0.0062177139800608	0.0011515139096787	-0.0039807436145779	-0.0047871711134434	-0.0028994353393353	-0.0383271395120414	-0.0752529089249342	0.0093485230471454	8.29897584915399e-16	84	PRKAR1A_P10644_OID20146_v1_Cardiometabolic_MR_LDaware_overlap.tsv	1.3906014994296686e-15	TRUE	1.5062157675503607e-15	TRUE
PRKAR2A	-0.0747262896339526	0.0092470932607796	6.42076795839425e-16	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.357968250476521	NA	NA	NA	1	0.128141268349221	0.357968250476521	83.7379662077597	19.7703772018729	0.140488110137672	0.809762202753442	3196	1	0	0	0	P13861	CAMP-DEPENDENT PROTEIN KINASE TYPE II-ALPHA REGULATORY SUBUNIT	kinase modulator	Metabotropic glutamate receptor group II pathway	nucleotide binding	2.2007026840201098e-12	-0.0514002615368722	-4.97536280157443e-14	-0.066081735260703	-0.0577223788919239	0.037408993046173	14.7950510188397	-2.30497892041287	5.21593908363778	0.139270833561111	-0.233051444729199	0.169062435991132	404	83.07301980198017	20.378878062317757	0.7970297029702971	0.6311881188118812	-0.0062177139800608	0.0011515139096787	-0.0039807436145779	0.0138245740696752	-0.022944366830087	-0.0033788328704043	-0.0747262896339526	0.0092470932607796	6.42076795839425e-16	84	PRKAR2A_P13861_OID31119_v1_Neurology_II_MR_LDaware_overlap.tsv	1.0782996610644132e-15	TRUE	1.1693393090665731e-15	TRUE
PRKCQ	-0.0702210957129793	0.0095963683104487	2.52697744772444e-13	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.33638660372478	NA	NA	NA	1	0.113155947165492	0.33638660372478	80.2042185049659	20.5602087596442	0.152814079107859	0.775919149677644	5739	1	0	0	0	Q04759	PROTEIN KINASE C THETA TYPE	non-receptor serine/threonine protein kinase	Histamine H1 receptor mediated signaling pathway	nucleotide binding	2.20123871357419e-12	-0.0514002615368732	-4.97198009079627e-14	-0.0688756783083185	-0.0712040074130946	0.0488250719104271	6.33597579911954	15.9264883171641	-3.60727726517899	0.0801087427452807	-0.151776639141367	0.0165418531065491	706	79.72978753541076	20.69263251996751	0.7691218130311614	0.4376770538243626	-0.0023521519796713	0.0765532888330756	0.0432177045111161	0.0134272461874503	-0.0265122094438048	-0.0088242492005033	-0.0702210957129793	0.0095963683104487	2.52697744772444e-13	84	PRKCQ_Q04759_OID20468_v1_Inflammation_MR_LDaware_overlap.tsv	3.9927044617769677e-13	TRUE	4.28114925244678e-13	TRUE
PRKD2	0.0340903489174259	0.0095548488244934	3.599107193083e-4	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163306148610923	NA	NA	NA	1	0.0266688981741327	0.163306148610923	69.8529168506253	23.1893426779195	0.252980132450331	0.596762325239146	6795	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0.0340903489174259	0.0095548488244934	3.599107193083e-4	84	PRKD2_Q9BZL6_OID30140_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	4.4082430853854436e-4	TRUE	4.5125169731457317e-4	TRUE
PRKG1	-0.134440724495323	0.0092944853875803	2.02871999361504e-47	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.644023825833318	NA	NA	NA	1	0.414766688240983	0.644023825833318	86.8691233947516	12.4165289696879	0.0314535641168807	0.923692536757863	5373	1	0	0	0	Q13976	SUBFAMILY NOT NAMED	non-receptor serine/threonine protein kinase	CCKR signaling map	nucleotide binding	2.20122310106291e-12	-0.0514002615368731	-4.9733678695770504e-14	-0.0688756783083185	-0.0712040074130946	0.0488250719104271	-0.295809200866871	1.27451931204013	-0.268479167990417	0.18155791920968	-0.150561519315623	0.0165882742119605	671	86.67333830104326	12.515647108192974	0.9195230998509688	0.5424739195230999	-0.0021519582636751	0.0719157376497534	0.0410518233701419	0.0174179793518768	-0.006748996848567	-0.0127506038874776	-0.134440724495323	0.0092944853875803	2.02871999361504e-47	84	PRKG1_Q13976_OID30621_v1_Inflammation_II_MR_LDaware_overlap.tsv	5.840136189511631e-47	TRUE	7.259527760935981e-47	TRUE
PRKRA	-0.010225717572201	0.0093758760212163	0.275430751049179	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0489851998154694	NA	NA	NA	1	0.0023995498009614	0.0489851998154694	75.5531262939959	22.4084378164902	0.17639751552795	0.716356107660455	2415	1	0	0	0	O75569	INTERFERON-INDUCIBLE DOUBLE-STRANDED RNA-DEPENDENT PROTEIN KINASE ACTIVATOR A	NA	Apoptosis signaling pathway	RNA binding	2.20073390904268e-12	-0.0514002615368729	-4.9728474525342605e-14	NA	NA	NA	-0.578436207514351	-0.561368941183808	0.0587874746739138	0.0978861892527959	-0.219967090659598	0.948961713573473	313	75.42706070287538	22.495940925724696	0.7124600638977636	0.329073482428115	-0.0061148492031043	4.543660450079e-4	-0.0041515638748422	0.0193391274116431	-0.0076648571433326	-0.0050087820236804	-0.010225717572201	0.0093758760212163	0.275430751049179	84	PRKRA_O75569_OID21225_v1_Oncology_MR_LDaware_overlap.tsv	0.29140904718362026	FALSE	0.2932612098022622	FALSE
PRL	0.0045008406035696	0.0091606477574899	0.623197732005479	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0215607926531047	NA	NA	NA	1	4.648677798301e-4	0.0215607926531047	86.3791565600882	16.9992722697088	0.0804851157662624	0.824696802646086	1814	1	0	0	0	P01236	PROLACTIN	peptide hormone	Gonadotropin-releasing hormone receptor pathway	prolactin receptor binding	3.3820858003533097e-12	-0.0771261737077997	-1.01768444081171e-13	-0.117031886354138	-0.277938516763126	1.63205546404317	-0.526140113335783	-0.28713805885856297	-0.0453670134448082	-3.2564734772971	-0.704068355970689	3.85676624347131	227	85.56255506607928	17.522970037473467	0.8061674008810573	0.6740088105726872	-0.0063046046840529	2.752554853189e-4	-0.0047295935549086	-0.0130219311086057	0.031489999602739203	-0.0037233118758939	0.0045008406035696	0.0091606477574899	0.623197732005479	84	PRL_P01236_OID21033_v1_Neurology_MR_LDaware_overlap.tsv	0.6396652081085751	FALSE	0.6416125950040857	FALSE
PRL	0.0045008406035696	0.0091606477574899	0.623197732005479	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0215607926531047	NA	NA	NA	1	4.648677798301e-4	0.0215607926531047	86.3791565600882	16.9992722697088	0.0804851157662624	0.824696802646086	1814	1	0	0	0	P01236	PROLACTIN	peptide hormone	Gonadotropin-releasing hormone receptor pathway	prolactin receptor binding	3.3820858003533097e-12	-0.0771261737077997	-1.01768444081171e-13	-0.117031886354138	-0.277938516763126	1.63205546404317	-0.526140113335783	-0.28713805885856297	-0.0453670134448082	-3.2564734772971	-0.704068355970689	3.85676624347131	227	85.56255506607928	17.522970037473467	0.8061674008810573	0.6740088105726872	-0.0063046046840529	2.752554853189e-4	-0.0047295935549086	-0.0130219311086057	0.031489999602739203	-0.0037233118758939	0.0045008406035696	0.0091606477574899	0.623197732005479	84	PRL_P01236_OID21033_v1_Neurology_MR_LDaware_overlap.tsv	0.6396652081085751	FALSE	0.6416125950040857	FALSE
PRND	-0.31238494038887	0.0090539892443431	7.36713279015327e-261	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.49644644654494	NA	NA	NA	1	2.23935196737697	1.49644644654494	77.1027742837177	17.253928679735	0.0789657582110412	0.647099930118798	1431	1	0	0	0	Q9UKY0	PRION-LIKE PROTEIN DOPPEL	NA	NA	copper ion binding	2.20111728293087e-12	-0.0514002615368733	-4.97258724401286e-14	NA	NA	NA	NA	NA	NA	0.171168790491568	-0.143372436776133	-0.212661628626519	176	76.95653409090905	17.407780389846103	0.6420454545454546	0.3920454545454545	-0.0060839202827176	2.459115690962e-4	-0.0042089522948269	-0.0211523049267607	0.0123625613920999	-0.0088755810119558	-0.31238494038887	0.0090539892443431	7.36713279015327e-261	84	PRND_Q9UKY0_OID31124_v1_Neurology_II_MR_LDaware_overlap.tsv	8.993915989938135e-260	TRUE	2.2683915846890534e-259	TRUE
PROC	0.150682689710684	0.0085774948729609	4.3921720296425697e-69	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.721829212678078	NA	NA	NA	1	0.521037412275454	0.721829212678078	82.3492657534247	19.4672686658917	0.122739726027397	0.770958904109589	3650	1	0	0	0	P04070	VITAMIN K-DEPENDENT PROTEIN C	serine protease	Blood coagulation	endopeptidase activity	2.20120799394743e-12	-0.0514002615368735	-4.9728529480911304e-14	-0.0707030485738175	-0.0866411632591366	0.0706317010161993	-0.555076713488118	-0.922189870681662	-0.343741307401175	0.301446776903336	-0.179666386780086	-0.486650265986937	461	82.74537960954447	19.208539409444512	0.7765726681127982	0.6008676789587852	-0.0092973827503322	-0.0890540419689336	0.1376555570926448	-0.0216252576561238	0.0292614002001753	-0.0252806351391115	0.150682689710684	0.0085774948729609	4.3921720296425697e-69	84	PROC_P04070_OID20402_v1_Cardiometabolic_MR_LDaware_overlap.tsv	1.6059885746529249e-68	TRUE	2.165823377000656e-68	TRUE
PROCR	-0.10567679972126	0.0092908767251248	5.6180611613910896e-30	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.506233338995989	NA	NA	NA	1	0.256272193511027	0.506233338995989	87.2730021253985	18.5078482646854	0.108926673751328	0.825717321997875	1882	1	0	0	0	Q9UNN8	ENDOTHELIAL PROTEIN C RECEPTOR	protein-binding activity modulator	Blood coagulation	protein binding	2.20061247839936e-12	-0.0514002615368726	-4.9734546057508505e-14	-0.0663059621460897	-0.0583894759591161	0.0379200199249056	-0.58215849299676	-1.03698170987569	-0.24029238883019	0.25082918181915	-0.110187688049895	-0.379295050396738	238	86.46378151260501	18.845327263004545	0.8151260504201681	0.6722689075630253	-0.0056404884410236	-1.467192329175e-4	-0.0046127354024746	-0.0204175483916118	-0.0051081160334892	0.0210101505899964	-0.10567679972126	0.0092908767251248	5.6180611613910896e-30	84	PROCR_Q9UNN8_OID30149_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	1.2410355194771602e-29	TRUE	1.4276992279619583e-29	TRUE
PROK1	0.14074752939974	0.006419383911557	1.48740863262423e-106	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.674235896160775	NA	NA	NA	1	0.454594043671723	0.674235896160775	89.6972716049383	10.2492620295858	0	0.924691358024691	810	1	0	0	0	P58294	PROKINETICIN-1	peptide hormone	NA	growth factor activity	2.20104095509793e-12	-0.0514002615368733	-4.97362807809845e-14	-0.0717083068751346	-0.14595096259372	0.922152780159112	NA	NA	NA	0.267210958693806	-0.11084161976062	-0.402696854501458	105	90.0177142857143	9.654291151226642	0.9333333333333332	0.7428571428571429	-0.0060781553450203	2.451998275911e-4	-0.0041963737147127	-0.0111269910929422	0.0358129710301014	0.0088818212445431	0.14074752939974	0.006419383911557	1.48740863262423e-106	84	PROK1_P58294_OID20543_v1_Inflammation_MR_LDaware_overlap.tsv	7.8740517171311005e-106	TRUE	1.223185732667379e-105	TRUE
PROS1	-0.0729091081557214	0.0091216428148819	1.3171555378082601e-15	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.3492632381208	NA	NA	NA	1	0.121984809502626	0.3492632381208	83.0571521035598	15.4032103964413	0.0691033695031411	0.848657909765848	5253	1	0	0	0	P07225	VITAMIN K-DEPENDENT PROTEIN S	NA	Blood coagulation	endopeptidase inhibitor activity	2.20119167593342e-12	-0.0514002615368735	-4.9734104614264605e-14	NA	NA	NA	-0.58215849299676	-1.03698170987569	-0.24029238883019	0.259996019172676	-0.12280474840633	-0.396698083864221	676	82.91249999999998	15.651719779743344	0.8446745562130178	0.4260355029585799	-0.0064549758083841	-0.0269169897253297	0.0503531345009313	-0.0192249122648438	0.0211664097215687	0.0127766847082509	-0.0729091081557214	0.0091216428148819	1.3171555378082601e-15	84	PROS1_P07225_OID30737_v1_Inflammation_II_MR_LDaware_overlap.tsv	2.193548003109413e-15	TRUE	2.3710590510647675e-15	TRUE
PRR4	-0.0195856827771217	0.0079613375380555	0.0138898487863342	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0938231060642524	NA	NA	NA	1	0.0088027752315439	0.0938231060642524	NA	NA	NA	NA	NA	1	0	0	0	Q16378	PROLINE-RICH PROTEIN 4	antimicrobial response protein	NA	protein binding	2.2011224871013e-12	-0.0514002615368733	-4.9734546057508505e-14	-0.0661561793601566	-0.0579426601994256	0.0375775038991135	NA	NA	NA	0.239372036697794	-0.100909844278204	-0.351031983367951	134	64.0279104477612	11.684150961600627	0.2537313432835821	0.0746268656716417	-0.0060724013223392	2.444921941809e-4	-0.0041838700935091	9.793024852578e-4	0.0231632146550709	0.0038661961775239	-0.0195856827771217	0.0079613375380555	0.0138898487863342	84	PRR4_Q16378_OID30607_v1_Inflammation_II_MR_LDaware_overlap.tsv	0.015850643922138724	TRUE	0.016096419950202608	TRUE
PRR5	-0.0541991256853464	0.0096265224112702	1.80013869540172e-8	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.25963508015692	NA	NA	NA	1	0.0674103748480904	0.25963508015692	69.5871684945165	24.2049194357706	0.356596876038551	0.501827849783981	3009	1	0	0	0	P85299	PROLINE-RICH PROTEIN 5	NA	VEGF signaling pathway	protein binding	2.20111728293087e-12	-0.0514002615368733	-4.9733678695770504e-14	NA	NA	NA	-0.660412796636854	1.88754301018448	0.982484484818771	0.239372036697794	-0.100909844278204	-0.351031983367951	388	68.67842783505152	24.213628358870405	0.4845360824742268	0.3659793814432989	-0.0060781553450203	2.451998275911e-4	-0.0041963737147127	0.0151441656479923	-0.0096723140522033	0.0160470258254284	-0.0541991256853464	0.0096265224112702	1.80013869540172e-8	84	PRR5_P85299_OID30457_v1_Inflammation_II_MR_LDaware_overlap.tsv	2.5289877115765827e-8	TRUE	2.652625078143436e-8	TRUE
PRRT3	-0.0775445731710368	0.0092495886377256	5.13461486386453e-17	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.371468934533748	NA	NA	NA	1	0.137989169323638	0.371468934533748	NA	NA	NA	NA	NA	1	0	0	0	Q5FWE3	PROLINE-RICH TRANSMEMBRANE PROTEIN 3	NA	NA	NA	2.2011866718699097e-12	-0.0514002615368733	-4.97293418870806e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	981	51.93404689092747	22.24579788135335	0.2324159021406728	0.1437308868501529	-0.0060724013223392	2.444921941809e-4	-0.0041838700935091	-0.0091235475244144	-0.0019538447310404	-0.0060087873071527	-0.0775445731710368	0.0092495886377256	5.13461486386453e-17	84	PRRT3_Q5FWE3_OID30276_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	8.841469808761548e-17	TRUE	9.636045470952002e-17	TRUE
PRSS2	0.0232599451033982	0.0092146837544603	0.0115953329109611	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111424264413902	NA	NA	NA	1	0.0124153667001792	0.111424264413902	92.169462943072	15.3900737157186	0.0703544575725027	0.903329752953813	1862	1	0	0	0	P07478	TRYPSIN-2	serine protease	NA	metalloendopeptidase activity	2.20136534838794e-12	-0.0514002615368734	-4.9739484218563105e-14	-0.0707030485738175	-0.0866411632591366	0.0706317010161993	NA	NA	NA	0.268336941434989	-0.195630538913599	-0.420370688998801	247	92.05651821862348	15.31636308529537	0.902834008097166	0.854251012145749	-0.0088677581866616	-0.0647711467290874	0.0959169223824075	-0.0116926734214989	0.0392635813566052	0.0064792525009116	0.0232599451033982	0.0092146837544603	0.0115953329109611	84	PRSS2_P07478_OID20364_v1_Cardiometabolic_MR_LDaware_overlap.tsv	0.013282895724505802	TRUE	0.0134964578233956	TRUE
PRSS22	0.0285428074368845	0.0093586618182771	0.0022893184552756	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.136731248024221	NA	NA	NA	1	0.0186954341862611	0.136731248024221	86.6528456998314	17.4630876900628	0.0737774030354132	0.816610455311973	2372	1	0	0	0	Q9GZN4	BRAIN-SPECIFIC SERINE PROTEASE 4	serine protease	NA	serine-type endopeptidase activity	2.20078421602348e-12	-0.0514002615368722	-4.97397502279364e-14	-0.0707030485738175	-0.0866411632591366	0.0706317010161993	NA	NA	NA	0.287143333694164	-0.174230530780037	-0.456958295373083	317	85.35848580441642	18.467657488201738	0.7917981072555205	0.6719242902208202	-0.0088252662539657	-0.0636590091134955	0.0941591754445849	-0.0117015820764776	0.0218038710696738	0.033451919509071	0.0285428074368845	0.0093586618182771	0.0022893184552756	84	PRSS22_Q9GZN4_OID30483_v1_Inflammation_II_MR_LDaware_overlap.tsv	0.002720441597031911	TRUE	0.0027680891641871184	TRUE
PRSS27	-0.117494095607399	0.0084385530104708	4.56088386423698e-44	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.562842823481921	NA	NA	NA	1	0.316792043945101	0.562842823481921	NA	NA	NA	NA	NA	1	0	0	0	Q9BQR3	SERINE PROTEASE 27	serine protease	NA	serine-type endopeptidase activity	2.20122830523333e-12	-0.0514002615368732	-4.97406175896744e-14	-0.0707030485738175	-0.0866411632591366	0.0706317010161993	NA	NA	NA	0.296402986981992	-0.151050573916326	-0.47562698213105	290	88.48617241379307	16.33648388406794	0.8758620689655172	0.7344827586206897	-0.0088252662539657	-0.0636590091134955	0.0941591754445849	-0.012010779543616	0.0226127548237517	0.0334583205482583	-0.117494095607399	0.0084385530104708	4.56088386423698e-44	84	PRSS27_Q9BQR3_OID20212_v1_Cardiometabolic_MR_LDaware_overlap.tsv	1.250376135465885e-43	TRUE	1.5268293896965264e-43	TRUE
PRSS53	0.133933948166159	0.0070609699250304	3.12373324541795e-80	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64159616835397	NA	NA	NA	1	0.411645643246496	0.64159616835397	NA	NA	NA	NA	NA	1	0	0	0	Q2L4Q9	SERINE PROTEASE 53	serine protease	NA	serine-type endopeptidase activity	2.20120575382815e-12	-0.0514002615368732	-4.97328113340325e-14	-0.0707030485738175	-0.0866411632591366	0.0706317010161993	NA	NA	NA	0.28221859361452	-0.152332207858134	-0.451367066677838	553	85.44786618444844	17.015185945810888	0.8607594936708861	0.5877034358047016	-0.0088252662539657	-0.0636590091134955	0.0941591754445849	-0.0079195362252668	0.0203382854938783	0.031136556185419	0.133933948166159	0.0070609699250304	3.12373324541795e-80	84	PRSS53_Q2L4Q9_OID31093_v1_Neurology_II_MR_LDaware_overlap.tsv	1.3103907625589184e-79	TRUE	1.8546290658894017e-79	TRUE
PRSS8	-0.318429924954791	0.0086508681482218	1.32467699948378e-293	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.52540429471083	NA	NA	NA	1	2.32685826232223	1.52540429471083	84.4899219968799	19.8636982200675	0.15210608424337	0.786661466458658	2564	1	0	0	0	Q16651	PROSTASIN	serine protease	NA	serine-type endopeptidase activity	2.20110687459002e-12	-0.0514002615368733	-4.9728474525342605e-14	-0.0707030485738175	-0.0866411632591366	0.0706317010161993	NA	NA	NA	0.28221859361452	-0.152332207858134	-0.451367066677838	343	83.74	20.355300711495108	0.7784256559766763	0.6384839650145773	-0.0088252662539657	-0.0636590091134955	0.0941591754445849	-0.0310151878171407	0.0052579795063837	-0.0126935720013142	-0.318429924954791	0.0086508681482218	1.32467699948378e-293	84	PRSS8_Q16651_OID20763_v1_Inflammation_MR_LDaware_overlap.tsv	1.9910095002291387e-292	TRUE	5.235439842735894e-292	TRUE
PRTFDC1	-0.0786846518009087	0.0093700792600779	4.56328595781141e-17	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.376930358545833	NA	NA	NA	1	0.14207649519349	0.376930358545833	91.2746119733925	12.7882164595149	0.0393569844789357	0.928492239467849	1804	1	0	0	0	Q9NRG1	PHOSPHORIBOSYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 1	glycosyltransferase	Xanthine and guanine salvage pathway	nucleotide binding	2.2010947315256797e-12	-0.0514002615368735	-4.97414849514124e-14	-0.066762597771031	-0.0597821407323451	0.0389937447327199	-0.630324539250764	-1.3428787462984	-0.332071149643539	0.194860636410138	-0.153228991313815	-0.218118319836239	225	90.73728888888888	13.537144462752554	0.9155555555555556	0.7777777777777778	-0.0061012808973699	2.480718030596e-4	-0.0042471445904514	0.018393891289799	-6.757386333825e-4	0.0128227915151994	-0.0786846518009087	0.0093700792600779	4.56328595781141e-17	84	PRTFDC1_Q9NRG1_OID20867_v1_Neurology_MR_LDaware_overlap.tsv	7.862205241828299e-17	TRUE	8.575998024332585e-17	TRUE
PRTG	-0.220754382893398	0.0086555660431884	1.76501786938662e-143	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cg08901157	NA	NA	NA	1	NA	-1.05750011965627	NA	NA	NA	1	1.11830650307302	1.05750011965627	74.1822337807609	22.6130509672036	0.215212527964206	0.713982102908277	8940	1	0	0	0	Q2VWP7	PROTOGENIN	cell adhesion molecule	NA	signaling receptor activity	2.20115024267692e-12	-0.0514002615368733	-4.97302092488186e-14	-0.068160233025804	-0.064352190379617	0.0425839198956054	NA	NA	NA	0.253837185516337	-0.0792069214682341	-0.336013744766325	1150	73.774747826087	22.60279351101597	0.7043478260869566	0.28	0.0695809428176385	-0.0034479654015072	-8.70867009218e-4	-0.0256548738978008	-0.0040240496766222	0.0171079008615194	-0.220754382893398	0.0086555660431884	1.76501786938662e-143	84	PRTG_Q2VWP7_OID21443_v1_Oncology_MR_LDaware_overlap.tsv	1.2363392148326417e-142	TRUE	2.1538098240257003e-142	TRUE
